"idpedido";"titulo";"vencimento";"tipo_pagamento";"data_compra";"pagamento";"valorbruto";"valorliquid";"saldo";"parcela";"idclientes";"idcolaborador"
"685";"2147E0E";"2018-08-11";"CRD";"2018-08-11";"0000-00-00";"39.9";"39.9";"39.9";"1";"51";"3"
"686";"BB3104F";"2018-08-11";"CRD";"2018-08-11";"0000-00-00";"0";"0";"0";"1";"0";"3"
"687";"024DF8D";"2018-08-11";"CRD";"2018-08-11";"0000-00-00";"1188.3";"1100";"980";"1";"224";"3"
"688";"6A68FEF";"2018-08-11";"CRD";"2018-08-11";"0000-00-00";"39.9";"39.9";"39.9";"1";"224";"4"
"689";"3081F97";"2018-08-11";"CRD";"2018-08-11";"0000-00-00";"109";"89";"89";"1";"224";"4"
"690";"5E8BB7A";"2018-08-11";"CRD";"2018-08-11";"0000-00-00";"109.8";"109.8";"109.8";"1";"312";"4"
"691";"91966C8";"2018-08-11";"DIN";"2018-08-11";"2018-08-11";"129.6";"105";"0";"0";"474";"3"
"692";"FC79CC8";"2018-08-11";"DIN";"2018-08-11";"2018-08-11";"39.9";"39.9";"0";"0";"475";"3"
"693";"8E99DCA";"2018-08-14";"CRD";"2018-08-14";"0000-00-00";"159.7";"159.7";"59.7";"1";"477";"4"
"694";"B2C09FA";"2018-08-14";"CRD";"2018-08-14";"0000-00-00";"426.3";"426.3";"426.3";"1";"184";"4"
"695";"6BC719E";"2018-08-14";"CRE";"2018-08-14";"0000-00-00";"89.9";"89.9";"0";"1";"476";"4"
"696";"4251B06";"2018-08-14";"CRD";"2018-08-14";"0000-00-00";"350";"350";"350";"1";"27";"4"
"697";"A5ABED3";"2018-08-15";"DIN";"2018-08-15";"2018-08-15";"49.9";"49.9";"0";"0";"476";"3"
"698";"86B2333";"2018-08-15";"CRD";"2018-08-15";"0000-00-00";"937.9";"937.9";"937.9";"1";"85";"4"
"699";"9E722A0";"2018-08-15";"CRD";"2018-08-15";"0000-00-00";"39.9";"39.9";"0";"1";"124";"3"
"700";"3317B18";"2018-08-20";"CRD";"2018-08-20";"0000-00-00";"29.9";"29.9";"0.0000000000000142109";"1";"124";"4"
"701";"C733BF0";"2018-08-21";"CRD";"2018-08-21";"0000-00-00";"35.9";"35.9";"0.0000000000000355271";"1";"346";"4"
"702";"5C8738D";"2018-08-21";"CRD";"2018-08-21";"0000-00-00";"149.8";"149.8";"149.8";"1";"412";"4"
"703";"26BCFBC";"2018-08-16";"CRD";"2018-08-16";"0000-00-00";"79.9";"67.9";"67.9";"1";"256";"3"
"704";"0CD1527";"2018-08-16";"DEB";"2018-08-16";"2018-08-16";"149.8";"149.8";"0";"0";"307";"3"
"705";"2D5CFC3";"2018-08-16";"CRD";"2018-08-16";"0000-00-00";"99.7";"0";"0";"1";"303";"3"
"706";"08A9236";"2018-08-16";"CRD";"2018-08-16";"0000-00-00";"89.9";"89.9";"89.9";"1";"181";"3"
"707";"581F21B";"2018-08-16";"CRD";"2018-08-16";"0000-00-00";"99.7";"99.7";"0";"1";"303";"3"
"708";"164B27E";"2018-08-17";"CRD";"2018-08-17";"0000-00-00";"232.7";"232.7";"232.7";"1";"32";"3"
"709";"A48D5CC";"2018-08-17";"CRD";"2018-08-17";"0000-00-00";"179.8";"179.8";"179.8";"1";"27";"3"
"710";"5C04E42";"2018-08-17";"CRD";"2018-08-17";"0000-00-00";"59.8";"59.8";"50";"1";"345";"3"
"711";"7415116";"2018-08-17";"CRD";"2018-08-17";"0000-00-00";"109.9";"109.9";"109.9";"1";"30";"3"
"712";"4C6A143";"2018-08-17";"CRD";"2018-08-17";"0000-00-00";"439.9";"439.9";"439.9";"1";"92";"3"
"713";"E55E8A9";"2018-08-18";"DEB";"2018-08-18";"2018-08-18";"109.9";"50";"0";"0";"439";"3"
"714";"FA2D50D";"2018-08-18";"CRD";"2018-08-18";"0000-00-00";"279.6";"279.6";"279.6";"1";"412";"3"
"715";"B603480";"2018-08-24";"CRD";"2018-08-24";"0000-00-00";"199.8";"199.8";"199.8";"1";"345";"3"
"716";"47CBC2C";"2018-08-24";"CRD";"2018-08-24";"0000-00-00";"109.9";"109.9";"109.9";"1";"82";"3"
"717";"F672FEE";"2018-08-24";"CRD";"2018-08-24";"0000-00-00";"89.9";"89.9";"89.9";"1";"130";"3"
"718";"1DDAD71";"2018-08-24";"CRD";"2018-08-24";"0000-00-00";"144.8";"144.8";"144.8";"1";"51";"3"
"719";"16A5C6E";"2018-08-24";"CRD";"2018-08-24";"0000-00-00";"29.9";"29.9";"29.9";"1";"160";"3"
"720";"D02970E";"2018-08-24";"CRD";"2018-08-24";"0000-00-00";"76.8";"76.8";"36.9";"1";"113";"3"
"721";"122CF15";"2018-03-27";"CRD";"2018-03-27";"0000-00-00";"1210";"1210";"1010";"1";"128";"3"
"722";"AEB7D9E";"2018-08-24";"CRD";"2018-08-24";"0000-00-00";"39.9";"39.9";"39.9";"1";"198";"3"
"723";"8093068";"2018-08-24";"CRD";"2018-08-24";"0000-00-00";"36.9";"36.9";"0";"1";"479";"3"
"724";"0EBD5C7";"2018-08-25";"CRD";"2018-08-25";"0000-00-00";"199.7";"199.7";"199.7";"1";"198";"4"
"725";"992BE7C";"2018-08-27";"CRD";"2018-08-27";"0000-00-00";"179.8";"179.8";"179.8";"1";"198";"4"
"726";"21845B1";"2018-08-28";"CRD";"2018-08-28";"0000-00-00";"350";"350";"350";"1";"480";"4"
"727";"053BB57";"2018-08-28";"CRD";"2018-08-28";"0000-00-00";"219.8";"219.8";"219.8";"1";"226";"3"
"728";"BBFBF67";"2018-08-29";"DEB";"2018-08-29";"2018-08-29";"393.5";"132";"0";"0";"465";"3"
"729";"4B3FCE0";"2018-08-29";"CRD";"2018-08-29";"0000-00-00";"609.2";"609.2";"609.2";"1";"11";"3"
"730";"5C85AB4";"2018-08-29";"CRD";"2018-08-29";"0000-00-00";"182.8";"182.8";"182.8";"1";"164";"3"
"731";"3BE2DDA";"2018-08-29";"DIN";"2018-08-29";"2018-08-29";"79.9";"50";"0";"0";"280";"3"
"732";"A09BE26";"2018-08-30";"CRD";"2018-08-30";"0000-00-00";"221.7";"119.7";"119.7";"1";"164";"3"
"733";"7A95FA2";"2018-08-31";"CRD";"2018-08-31";"0000-00-00";"149.9";"149.9";"149.9";"1";"310";"3"
"734";"10A2FAF";"2018-08-31";"CRE";"2018-08-31";"0000-00-00";"229.7";"229.7";"0";"1";"481";"4"
"735";"5E6EA88";"2018-09-01";"CRD";"2018-09-01";"0000-00-00";"39.9";"39.9";"39.9";"1";"51";"4"
"736";"5CCF9B4";"2018-09-01";"DIN";"2018-09-01";"2018-09-01";"39.9";"30";"0";"0";"86";"4"
"737";"9A7282E";"2018-09-03";"CRD";"2018-09-03";"0000-00-00";"389.3";"389.3";"389.3";"1";"482";"3"
"738";"68CE46C";"2018-09-03";"CRD";"2018-09-03";"0000-00-00";"269.6";"240";"140";"1";"21";"4"
"739";"55B6285";"2018-09-04";"DIN";"2018-09-04";"2018-09-04";"159.6";"159.6";"0";"0";"483";"4"
"740";"46BA7B7";"2018-09-04";"CRD";"2018-09-04";"0000-00-00";"159.8";"129.8";"129.8";"1";"23";"4"
"741";"CB7A007";"2018-09-05";"DIN";"2018-09-05";"2018-09-05";"382.1";"380";"0";"0";"484";"4"
"742";"B0C114E";"2018-09-05";"CRD";"2018-09-05";"0000-00-00";"59.8";"59.8";"59.8";"1";"165";"3"
"743";"3D967F2";"2018-09-06";"DIN";"2018-09-06";"2018-09-06";"109.8";"109.8";"0";"0";"485";"3"
"744";"FDF22ED";"2018-09-08";"CRD";"2018-09-08";"0000-00-00";"471.2";"471.2";"471.2";"1";"486";"4"
"745";"57DC7E9";"2018-09-08";"CRD";"2018-09-08";"0000-00-00";"159.6";"159.6";"159.6";"1";"259";"4"
"746";"CADDBA2";"2018-09-08";"CRD";"2018-09-08";"0000-00-00";"89.8";"89.8";"89.8";"1";"298";"4"
"747";"A383B9E";"2018-09-08";"CRD";"2018-09-08";"0000-00-00";"209.7";"209.7";"209.7";"1";"472";"4"
"748";"26F6BC5";"2018-09-08";"DIN";"2018-09-08";"2018-09-08";"59.9";"50";"0";"0";"130";"4"
"749";"DD682F9";"2018-09-08";"DIN";"2018-09-08";"2018-09-08";"59.9";"50";"0";"0";"130";"4"
"750";"8207B01";"2018-09-08";"CRD";"2018-09-08";"0000-00-00";"26.9";"26.9";"26.9";"1";"472";"4"
"751";"D028893";"2018-09-10";"DEB";"2018-09-10";"2018-09-10";"159.6";"159.6";"0";"0";"487";"4"
"752";"985C2A9";"2018-10-13";"DIN";"2018-09-12";"0000-00-00";"259.5";"259.5";"0";"0";"488";"4"
"753";"CDBC4AB";"2018-09-13";"CRD";"2018-09-13";"0000-00-00";"79.8";"59.8";"59.8";"1";"165";"4"
"754";"68669D4";"2018-09-13";"CRD";"2018-09-13";"0000-00-00";"109.9";"109.9";"109.9";"1";"398";"4"
"755";"4213960";"2018-09-14";"CRD";"2018-09-14";"0000-00-00";"109.9";"109.9";"109.9";"1";"352";"4"
"756";"A60EBAC";"2018-09-14";"CRD";"2018-09-14";"0000-00-00";"29.9";"29.9";"29.9";"1";"316";"4"
"757";"6B3D5E0";"2018-09-15";"CRD";"2018-09-15";"0000-00-00";"35.9";"35.9";"35.9";"1";"106";"4"
"758";"9415BA3";"2018-09-17";"DEB";"2018-09-17";"2018-09-17";"95";"95";"0";"0";"394";"4"
"759";"F2F69C1";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"39.9";"39.9";"0";"1";"396";"3"
"760";"758D836";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"39.9";"39.9";"39.9";"1";"102";"3"
"761";"DD6B34B";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"289.7";"289.7";"139.7";"1";"349";"3"
"762";"EDD484C";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"73.9";"39.9";"39.9";"1";"160";"3"
"763";"D09C300";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"75.9";"60";"60";"1";"133";"3"
"764";"65D792C";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"29.9";"29.9";"29.9";"1";"281";"3"
"765";"B0B0DD2";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"109.7";"109.7";"109.7";"1";"303";"4"
"766";"B1B669B";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"39.9";"39.9";"39.9";"1";"372";"4"
"767";"FB1F01B";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"179.7";"179.7";"112.7";"1";"197";"3"
"768";"4E407BF";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"479.2";"479.2";"479.2";"1";"11";"3"
"769";"2D9EE40";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"526.1";"506.2";"506.2";"1";"320";"3"
"770";"6B5F67E";"2018-09-21";"CRD";"2018-09-21";"0000-00-00";"119.7";"119.7";"119.7";"1";"407";"3"
"771";"0F76411";"2018-09-22";"CRD";"2018-09-22";"0000-00-00";"39.9";"39.9";"39.9";"1";"160";"4"
"772";"BE3281E";"2018-09-22";"CRD";"2018-09-22";"0000-00-00";"190.7";"160.7";"160.7";"1";"472";"4"
"773";"FD3611B";"2018-09-22";"CRD";"2018-09-22";"0000-00-00";"109.8";"100";"100";"1";"316";"4"
"774";"C8BFDC2";"2018-09-24";"CRD";"2018-09-24";"0000-00-00";"134.7";"125";"125";"1";"281";"4"
"775";"8B347D2";"2018-09-25";"CRD";"2018-09-25";"0000-00-00";"299.6";"299.6";"299.6";"1";"300";"4"
"776";"287183F";"2018-09-25";"CRD";"2018-09-25";"0000-00-00";"39.9";"39.9";"39.9";"1";"300";"4"
"777";"AED22B8";"2018-09-26";"CRE";"2018-09-26";"0000-00-00";"89.9";"89.9";"0";"1";"489";"4"
"778";"EADADD8";"2018-09-27";"CRD";"2018-09-27";"0000-00-00";"79.9";"79.9";"0";"1";"354";"4"
"779";"C6CCD45";"2018-09-29";"CRD";"2018-09-29";"0000-00-00";"99.8";"99.8";"99.8";"1";"482";"4"
"780";"53EDDB0";"2018-09-29";"CRD";"2018-09-29";"0000-00-00";"115.7";"115.7";"115.7";"1";"30";"4"
"781";"698BD67";"2018-09-29";"CRD";"2018-09-29";"0000-00-00";"189.6";"189.6";"189.6";"1";"304";"4"
"783";"857C5B0";"2018-10-03";"CRD";"2018-10-03";"0000-00-00";"92.8";"92.8";"92.8";"1";"320";"4"
"785";"5CBE4BE";"2018-10-03";"CRD";"2018-10-03";"0000-00-00";"39.9";"39.9";"39.9";"1";"320";"4"
"786";"F76E2C8";"2018-10-03";"CRD";"2018-10-03";"0000-00-00";"134.8";"134.8";"134.8";"1";"99";"4"
"787";"0E7A95D";"2018-10-03";"CRD";"2018-10-03";"0000-00-00";"525.9";"525.9";"525.9";"1";"165";"4"
"788";"BF90544";"2018-10-04";"CRD";"2018-10-04";"0000-00-00";"69.9";"69.9";"69.9";"1";"102";"4"
"789";"0A6A5EF";"2018-10-04";"CRD";"2018-10-04";"0000-00-00";"119.7";"119.7";"119.7";"1";"133";"4"
"791";"5EE67AD";"2018-10-05";"CRD";"2018-10-05";"0000-00-00";"853.8";"833.9";"833.9";"1";"129";"4"
"792";"16E1624";"2018-10-05";"CRD";"2018-10-05";"0000-00-00";"365.5";"365.5";"365.5";"1";"33";"3"
"793";"76D7C8E";"2018-10-05";"CRD";"2018-10-05";"0000-00-00";"179.8";"179.8";"179.8";"1";"346";"3"
"794";"39D9969";"2018-10-06";"CRD";"2018-10-06";"0000-00-00";"39.9";"39.9";"39.9";"1";"346";"3"
"795";"CFF87D8";"2018-10-06";"CRD";"2018-10-06";"0000-00-00";"39.9";"39.9";"39.9";"1";"49";"3"
